Frequency (Hz)	Level (dB)
802.734375	-58.950409
803.710938	-58.485218
804.687500	-59.066822
805.664062	-58.218975
806.640625	-58.729977
807.617188	-58.242519
808.593750	-57.605595
809.570312	-57.395527
810.546875	-58.036118
811.523438	-59.110111
812.500000	-58.112850
813.476562	-56.926979
814.453125	-57.705868
815.429688	-57.821743
816.406250	-57.085873
817.382812	-58.096176
818.359375	-57.011547
819.335938	-57.714676
820.312500	-57.155964
821.289062	-57.503269
822.265625	-58.273281
823.242188	-57.054691
824.218750	-57.658623
825.195312	-57.378002
826.171875	-58.264542
827.148438	-56.508507
828.125000	-58.221333
829.101562	-58.210064
830.078125	-57.971313
831.054688	-57.737576
832.031250	-57.210213
833.007812	-57.920967
833.984375	-57.817635
834.960938	-58.360462
835.937500	-58.356297
836.914062	-58.017399
837.890625	-58.885078
838.867188	-58.136715
839.843750	-59.047050
840.820312	-58.974304
841.796875	-57.793663
842.773438	-58.128628
843.750000	-58.886089
844.726562	-57.524349
845.703125	-59.047283
846.679688	-59.043518
847.656250	-57.425892
848.632812	-57.505783
849.609375	-57.956261
850.585938	-58.323269
851.562500	-58.585365
852.539062	-58.297619
853.515625	-58.533443
854.492188	-58.345802
855.468750	-58.506432
856.445312	-58.270744
857.421875	-58.016399
858.398438	-58.676117
859.375000	-58.373299
860.351562	-57.970509
861.328125	-58.851944
862.304688	-58.621899
863.281250	-59.313057
864.257812	-58.336559
865.234375	-59.320942
866.210938	-58.259930
867.187500	-59.155872
868.164062	-58.354214
869.140625	-58.605629
870.117188	-58.140743
871.093750	-58.665306
872.070312	-58.295513
873.046875	-58.747520
874.023438	-58.731163
875.000000	-59.716000
875.976562	-59.163563
876.953125	-59.642735
877.929688	-60.127918
878.906250	-59.744335
879.882812	-59.891754
880.859375	-59.403465
881.835938	-59.115250
882.812500	-60.284618
883.789062	-60.031372
884.765625	-60.277763
885.742188	-60.420097
886.718750	-59.995754
887.695312	-60.723438
888.671875	-59.991524
889.648438	-58.955559
890.625000	-61.633652
891.601562	-61.497765
892.578125	-61.942181
