Frequency (Hz)	Level (dB)
837.890625	-59.350502
838.867188	-58.619637
839.843750	-59.505997
840.820312	-59.413036
841.796875	-58.239204
842.773438	-58.570591
843.750000	-59.401024
844.726562	-58.008461
845.703125	-59.538906
846.679688	-59.510979
847.656250	-57.900688
848.632812	-58.074463
849.609375	-58.536366
850.585938	-58.939724
851.562500	-59.176647
852.539062	-58.946529
853.515625	-59.237743
854.492188	-59.104809
855.468750	-59.226135
856.445312	-59.050819
857.421875	-58.897400
858.398438	-59.579784
859.375000	-59.306301
860.351562	-58.985523
861.328125	-59.888233
862.304688	-59.677914
863.281250	-60.422932
864.257812	-59.522629
865.234375	-60.556637
866.210938	-59.518391
867.187500	-60.465103
868.164062	-59.675747
869.140625	-59.996418
870.117188	-59.566055
871.093750	-60.135742
872.070312	-59.773361
873.046875	-60.249252
874.023438	-60.245995
875.000000	-61.259224
875.976562	-60.724602
876.953125	-61.237659
877.929688	-61.744957
878.906250	-61.357735
879.882812	-61.496090
880.859375	-60.984989
881.835938	-60.677376
882.812500	-61.922066
883.789062	-61.665665
884.765625	-61.906956
885.742188	-62.020325
886.718750	-61.574562
887.695312	-62.371666
888.671875	-61.574173
889.648438	-60.525330
890.625000	-63.288784
891.601562	-62.976391
892.578125	-63.465446
893.554688	-63.389767
894.531250	-63.053024
895.507812	-63.203896
896.484375	-63.290318
897.460938	-63.516731
898.437500	-64.160622
899.414062	-63.716000
900.390625	-63.084908
901.367188	-62.287979
902.343750	-62.632774
903.320312	-63.587116
904.296875	-63.848869
905.273438	-62.735973
906.250000	-62.636147
907.226562	-63.130062
908.203125	-64.489815
909.179688	-64.496101
910.156250	-64.400543
911.132812	-63.532032
912.109375	-62.199516
913.085938	-64.784576
914.062500	-64.172638
915.039062	-64.429588
916.015625	-65.702721
916.992188	-63.582272
917.968750	-63.495674
918.945312	-64.435051
919.921875	-64.490250
920.898438	-63.440456
921.875000	-64.078300
922.851562	-65.863937
923.828125	-63.392139
924.804688	-64.449661
925.781250	-64.583977
926.757812	-63.741962
927.734375	-65.039047
928.710938	-65.439217
929.687500	-64.878151
930.664062	-64.354156
931.640625	-64.323120
932.617188	-64.117645
933.593750	-64.968407
934.570312	-65.090431
935.546875	-63.941597
936.523438	-64.680527
937.500000	-64.944366
938.476562	-64.791092
939.453125	-64.510513
940.429688	-64.695053
941.406250	-64.336388
942.382812	-64.427124
943.359375	-65.782722
944.335938	-66.175735
945.312500	-64.271767
946.289062	-64.902100
947.265625	-64.805290
948.242188	-65.198059
949.218750	-64.786179
950.195312	-64.155891
951.171875	-65.465622
952.148438	-65.024246
953.125000	-64.038750
954.101562	-65.544395
955.078125	-64.461189
956.054688	-64.736389
957.031250	-63.976830
958.007812	-65.497536
958.984375	-65.144653
959.960938	-66.438393
960.937500	-66.063522
961.914062	-65.370918
962.890625	-64.978760
963.867188	-64.282700
964.843750	-64.479675
965.820312	-65.423500
966.796875	-65.499390
967.773438	-66.375443
968.750000	-65.702385
969.726562	-64.896721
970.703125	-64.143364
971.679688	-64.792053
972.656250	-64.430351
973.632812	-64.373085
974.609375	-63.875778
975.585938	-64.441505
976.562500	-64.784729
977.539062	-64.178101
978.515625	-64.840904
979.492188	-64.021812
980.468750	-63.927719
981.445312	-64.609581
982.421875	-64.446510
983.398438	-63.774899
984.375000	-65.482239
985.351562	-64.697891
986.328125	-64.395325
987.304688	-63.171829
988.281250	-64.350281
989.257812	-66.392380
990.234375	-64.984680
991.210938	-64.724922
992.187500	-63.639130
993.164062	-64.507248
994.140625	-64.570808
995.117188	-63.908039
996.093750	-64.318855
997.070312	-64.960037
998.046875	-64.499939
999.023438	-64.191078
1000.000000	-63.974136
1000.976562	-62.019596
1001.953125	-63.586510
1002.929688	-62.346394
1003.906250	-63.741985
