Frequency (Hz)	Level (dB)
1141.601562	-52.823269
1142.578125	-53.844532
1143.554688	-52.711254
1144.531250	-54.822052
1145.507812	-53.233612
1146.484375	-53.968769
1147.460938	-53.612125
1148.437500	-51.774975
1149.414062	-53.387012
1150.390625	-52.952759
1151.367188	-52.581364
1152.343750	-52.189117
1153.320312	-51.195576
1154.296875	-53.343178
1155.273438	-52.575241
1156.250000	-52.458782
1157.226562	-53.074024
1158.203125	-52.889896
1159.179688	-52.263008
1160.156250	-52.013466
1161.132812	-53.616177
1162.109375	-53.045765
1163.085938	-52.417892
1164.062500	-52.538326
1165.039062	-52.529148
1166.015625	-51.984104
1166.992188	-51.825607
1167.968750	-52.421726
1168.945312	-51.405533
1169.921875	-51.945461
1170.898438	-51.860504
1171.875000	-51.292427
1172.851562	-52.185966
1173.828125	-52.199059
1174.804688	-51.522770
1175.781250	-51.450733
1176.757812	-51.542938
1177.734375	-52.158569
1178.710938	-53.319271
1179.687500	-51.710796
1180.664062	-52.545502
1181.640625	-51.528137
1182.617188	-51.474072
1183.593750	-51.430836
1184.570312	-52.245937
1185.546875	-51.685078
1186.523438	-50.368050
1187.500000	-52.530731
1188.476562	-52.272594
1189.453125	-51.292721
1190.429688	-51.622017
1191.406250	-51.179424
1192.382812	-51.398811
1193.359375	-51.317196
1194.335938	-50.326294
1195.312500	-51.821339
1196.289062	-51.657043
1197.265625	-52.339836
1198.242188	-52.088032
1199.218750	-52.760933
1200.195312	-52.459106
1201.171875	-51.390640
1202.148438	-51.174702
1203.125000	-51.149281
1204.101562	-52.421585
1205.078125	-51.374130
1206.054688	-51.878239
1207.031250	-51.856892
1208.007812	-50.801254
1208.984375	-51.244598
1209.960938	-51.881607
1210.937500	-52.296654
